endTime,artistName,trackName,msPlayed
2023-10-24 19:06,Creedence Clearwater Revival,Fortunate Son,140749
2023-10-24 19:09,Elton John,I'm Still Standing,183410
2023-10-24 19:12,Fools Garden,Lemon Tree,190991
2023-10-24 19:15,Marvin Gaye,Ain't No Mountain High Enough,151639
2023-10-24 19:19,Queen,Under Pressure - Remastered 2011,248414
2023-10-24 19:24,R.E.M.,Losing My Religion,268392
2023-10-24 19:27,Fleetwood Mac,Dreams - 2004 Remaster,219610
2023-10-24 19:30,Dillom,MINIMI,144107
2023-10-24 19:32,Dillom,MICK JAGGER,123972
2023-10-24 19:34,Bizarrap,Fruto,132253
2023-10-24 19:37,Bizarrap,Penas de Antaño,201228
2023-10-24 19:46,YSY A,#Ysya2020 Vol. 5 - Silbando,88442
2023-10-24 19:48,Dillom,DEMIAN,112071
2023-10-24 19:51,Paco Amoroso,Sabe,0
2023-10-24 19:51,YSY A,#Ysya2020 Vol. 5 - Silbando,6957
2023-10-24 19:51,Nicki Nicole,LL (Interludio),9334
2023-10-24 19:51,Dillom,A$AP,184205
2023-10-24 19:54,YSY A,FLECHAZO EN EL CENTRO,185200
2023-10-24 19:56,Bizarrap,Fruto,132253
2023-10-24 20:00,YSY A,#Ysya2020 Vol. 5 - Silbando,14207
2023-10-24 20:00,Dillom,LA PRIMERA,199031
2023-10-24 20:03,Feid,Malibu,160729
2023-10-24 20:06,CA7RIEL,OUKE,178232
2023-10-24 20:08,Lolo OG,Azote,117038
2023-10-24 20:10,Bizarrap,Toy en el Mic,137028
2023-10-24 20:10,DJ Jeeh FDC,Forte Forte de Lacoste - Pra Começar o Final de Semana,4948
2023-10-24 20:10,Dillom,MINIMI,10796
2023-10-24 20:13,DJ Jeeh FDC,Forte Forte de Lacoste - Pra Começar o Final de Semana,182739
2023-10-24 20:21,MC Saci,Aquariano Nato,76215
2023-10-24 20:21,Andrés Calamaro,Tuyo siempre - En directo 2005,181686
2023-10-24 20:25,Sam Smith,"Baby, You Make Me Crazy",207966
2023-10-24 20:29,Disclosure,Omen,230250
2023-10-24 20:32,SZA,The Weekend - Funk Wav Remix,171805
2023-10-24 20:35,Bruno Mars,That's What I Like,5157
2023-10-24 20:35,Shawn Mendes,Lost In Japan,201200
2023-10-24 20:38,Sam Smith,Dancing With A Stranger (with Normani),171029
2023-10-24 20:42,KWAYE,Sweetest Life,232521
2023-10-24 20:46,Disclosure,Latch,255631
2023-10-24 20:49,Bruno Mars,That's What I Like,206693
2023-10-24 20:53,Calvin Harris,Promises (with Sam Smith),213309
2023-10-24 20:58,The Weeknd,I Feel It Coming,269186
2023-10-24 21:01,Sam Smith,How Do You Sleep?,202204
2023-10-24 22:51,Harry Styles,Watermelon Sugar,150713
2023-10-24 22:51,Oliver Dollar,Pushing On,4750
2023-10-24 22:56,Klangkarussell,Sonnentanz - Sun Don't Shine,238120
2023-10-24 22:59,Dennis Lloyd,Nevermind,156600
2023-10-24 23:03,RÜFÜS DU SOL,You Were Right,239417
2023-10-24 23:08,The Blaze,HAZE,289293
2023-10-24 23:11,GAMPER & DADONI,Creep,174998
2023-10-24 23:17,NONONO,Pumpin Blood - Franne Remix,360173
2023-10-24 23:19,James Carter,Almost Love (feat. Dominic Neill),134600
2023-10-24 23:23,Elderbrook,Howl,257430
2023-10-24 23:26,Flume,Never Be Like You,141015
2023-10-25 22:12,Darell,Lollipop,199946
2023-10-25 22:14,Bizarrap,Fruto,132294
2023-10-25 22:16,Luck Ra,La Morocha,134144
2023-10-25 22:19,Bizarrap,"Milo J: Bzrp Music Sessions, Vol. 57",189901
2023-10-25 22:20,iñigo quintero,Si No Estás,17915
2023-10-25 22:22,Mesita,Una Foto,122500
2023-10-25 22:22,Big One,Lágrimas | CROSSOVER #4,27733
2023-10-25 22:22,Marka Akme,Linda - Remix,14194
2023-10-25 22:25,Bizarrap,Toy en el Mic,137053
2023-10-25 22:27,Bad Bunny,PERRO NEGRO,162767
2023-10-25 22:28,Emilia,GTA.mp3,14207
2023-10-25 22:28,BM,Ni Una Ni Dos,2346
2023-10-25 22:31,YSY A,FLECHAZO EN EL CENTRO,185241
2023-10-25 22:35,Bad Bunny,MONACO,267194
2023-10-25 22:36,KAROL G,QLONA,8426
2023-10-25 22:36,Myke Towers,LALA,1557
2023-10-25 22:36,Big One,Un Finde | CROSSOVER #2,1962
2023-10-25 22:36,Grupo Frontera,OJITOS ROJOS,2282
2023-10-25 22:36,Jere Klein,ANDO,9347
2023-10-25 22:36,Big One,Mentiras | CROSSOVER #3,2453
2023-10-25 22:39,Quevedo,Columbia,186000
2023-10-25 22:39,Maria Becerra,CORAZÓN VACÍO,26342
2023-10-25 22:43,Bad Gyal,Fiebre (Prod. King DouDou),247500
2023-10-25 22:45,Bad Gyal,Fiebre (Prod. King DouDou),69738
2023-10-27 19:18,Bad Gyal,Fiebre (Prod. King DouDou),33680
2023-10-27 19:24,Disclosure,You & Me - Flume Remix,282812
2023-10-27 19:28,Bad Gyal,Fiebre (Prod. King DouDou),247500
2023-10-27 19:31,Randolph,LET IT FLY,125142
2023-10-27 19:36,RÜFÜS DU SOL,Underwater,349293
2023-10-27 19:39,Flume,Holdin On,154414
2023-10-27 19:43,Young E-Rock,Sure thing,249208
2023-10-27 19:46,Dennis Lloyd,Nevermind,156600
2023-10-27 19:48,James Carter,Almost Love (feat. Dominic Neill),134600
2023-10-27 19:51,PLÜM,To Stay,174000
2023-10-27 19:56,Fred again..,Angie (i’ve been lost) [feat. Angie McMahon],285093
2023-10-27 19:59,Goodboys,Numb,179250
2023-10-27 20:01,Klejv,Nigiro,150000
2023-10-27 20:05,Flume,Never Be Like You,234909
2023-10-27 20:08,GAMPER & DADONI,Creep,174998
2023-10-27 20:13,RÜFÜS DU SOL,Next to Me,314389
2023-10-27 20:16,Tommy Tran,Where Are You Now,142682
2023-10-27 20:20,Elderbrook,Howl,257430
2023-10-27 20:23,Dennis Lloyd,Never Go Back - Robin Schulz Remix,184652
2023-10-27 20:25,Jorden Dux,Don't Let Me Down,145161
2023-10-27 20:28,Ducosy,Free Dreamer,169090
2023-10-27 20:32,Starita,Love & Pain - Tyler Stone Remix,220518
2023-10-31 02:24,Ducosy,Free Dreamer,3088
2023-10-31 02:29,Bad Bunny,MONACO,267194
2023-10-31 02:32,Sam Smith,"Baby, You Make Me Crazy",207966
2023-10-31 02:35,DJ Jeeh FDC,Forte Forte de Lacoste - Pra Começar o Final de Semana,182769
2023-10-31 02:40,Empire Of The Sun,We Are The People,267373
2023-10-31 02:41,Kavinsky,Nightcall,78585
2023-10-31 02:45,CamelPhat,Cola,223869
2023-10-31 02:45,Parcels,Tieduprightnow,7876
2023-10-31 02:48,Stephan Moccio,Sea Change,171213
2023-10-31 02:52,Edvard Grieg,"Lyric Pieces, Book 5, Op. 54: Nocturne",220773
2023-10-31 02:56,Frédéric Chopin,"Nocturne No. 19 in E Minor, Op. 72, No. 1",241986
2023-10-31 03:04,Víkingur Ólafsson,Reflection,332746
2023-10-31 03:06,GÅEL,Mid Air,147936
2023-10-31 03:09,Dario Marianelli,"Dawn - From ""Pride & Prejudice"" Soundtrack",158600
2023-10-31 03:14,Lavinia Meijer,"Dances for Harp and Orchestra, L. 103: 2. Danse profane",279653
2023-10-31 03:16,Frédéric Chopin,"Preludes, Op. 28: No. 4, Largo",131200
2023-10-31 03:18,Edvard Grieg,"Lyric Pieces, Op. 57, Book VI: VI. Hjemve (Andante)",156808
2023-10-31 11:16,Sam Smith,"Baby, You Make Me Crazy",207966
2023-10-31 11:20,Disclosure,Omen,230250
2023-10-31 11:23,Shawn Mendes,Lost In Japan,201200
2023-10-31 11:27,KWAYE,Sweetest Life,232521
2023-10-31 11:31,Bruno Mars,That's What I Like,206693
2023-10-31 11:34,Sam Smith,Dancing With A Stranger (with Normani),171029
2023-10-31 11:37,Post Malone,Circles,215280
2023-10-31 11:41,Disclosure,Latch,255631
2023-10-31 11:44,SZA,The Weekend - Funk Wav Remix,171805
2023-10-31 11:49,The Weeknd,I Feel It Coming,269186
2023-10-31 11:52,Bruno Mars,Treasure,178560
2023-10-31 11:56,Sam Smith,I'm Not The Only One,239316
2023-10-31 18:07,John Mayer,New Light,217386
2023-10-31 18:11,Rihanna,Love On The Brain,223969
2023-10-31 18:14,Harry Styles,Watermelon Sugar,173974
2023-10-31 18:17,Bazzi,Star,169838
2023-10-31 18:20,Sam Smith,Diamonds,213845
2023-10-31 18:24,Bruno Mars,24K Magic,225954
2023-10-31 18:28,Disclosure,Latch - DJ Premier Remix,206569
2023-10-31 18:31,Taylor Swift,Delicate,232221
2023-10-31 18:35,Lizzo,Juice,195112
2023-10-31 18:37,Sam Smith,Dancing With A Stranger (With Normani) - Cheat Codes Remix,159380
2023-10-31 18:40,Harry Styles,Lights Up,172174
2023-10-31 18:44,Bruno Mars,Finesse - Remix; feat. Cardi B,217258
2023-10-31 18:48,John Mayer,Still Feel Like Your Man,234894
2023-10-31 18:50,Bazzi,Mine,131025
2023-10-31 18:53,Sam Smith,HIM,190059
2023-10-31 18:57,Katy Perry,Chained To The Rhythm,237704
2023-10-31 19:01,Harry Styles,Adore You,207106
2023-10-31 19:04,Bruno Mars,Treasure,178513
2023-10-31 19:08,Mark Ronson,Late Night Feelings (feat. Lykke Li),251003
2023-10-31 19:11,Sam Smith,Money On My Mind,192653
2023-10-31 19:14,Nick Jonas,Remember I Told You,201800
2023-10-31 19:18,Niall Horan,On The Loose,223769
2023-10-31 19:22,Harry Styles,Golden,208882
2023-10-31 19:25,Miley Cyrus,Malibu,231873
2023-10-31 19:29,Sam Smith,Too Good At Goodbyes,200964
2023-10-31 19:33,John Mayer,Helpless,249084
2023-10-31 19:36,Robin Thicke,Testify,200752
2023-10-31 19:39,Toulouse,No Running From Me,191960
2023-10-31 19:43,Mark Ronson,Nothing Breaks Like a Heart (feat. Miley Cyrus),217076
2023-10-31 19:46,Sam Smith,Like I Can,167034
2023-10-31 19:51,Coldplay,Magic,284979
2023-10-31 19:54,Sam Smith,"Baby, You Make Me Crazy",207927
2023-10-31 19:58,Disclosure,Omen,230215
2023-10-31 20:01,Shawn Mendes,Lost In Japan,201158
2023-10-31 20:04,SZA,The Weekend - Funk Wav Remix,171765
2023-10-31 20:09,The Weeknd,I Feel It Coming,269143
2023-10-31 20:11,Sam Smith,Dancing With A Stranger (with Normani),170990
2023-10-31 20:15,Post Malone,Circles,215244
2023-10-31 20:18,Calvin Harris,"Feels (feat. Pharrell Williams, Katy Perry & Big Sean)",82568
2023-10-31 20:19,Disclosure,Latch,217516
2023-10-31 20:20,Central Cee,LET GO,2030
2023-10-31 20:20,Central Cee,LET GO,3880
2023-10-31 20:20,Theophilus London,Only You,1970
2023-10-31 20:20,Disclosure,Latch,3221
2023-10-31 20:23,Central Cee,LET GO,174246
2023-10-31 20:25,Knucks,Los Pollos Hermanos,95871
2023-10-31 20:27,D'One,California,128372
2023-10-31 20:30,Metro Boomin,Raindrops (Insane) [with Travis Scott],188586
2023-10-31 20:33,Drake,Major Distribution,170501
2023-10-31 20:36,Central Cee,One Up,160000
2023-10-31 20:37,D38,Call of Duty,67500
2023-10-31 20:39,Knucks,Send Nudes,100550
2023-10-31 20:41,Sainté,Stylin',158000
2023-10-31 20:44,Lil Baby,Drip Too Hard (Lil Baby & Gunna),145542
2023-10-31 20:47,Drake,Spin Bout U,214588
2023-10-31 20:49,Central Cee,Chapters,114580
2023-10-31 20:51,Outcast Music,Loose,114285
2023-10-31 20:53,Private Zero,In Da Function,128450
2023-10-31 20:56,Sainté,Champagne Shots,144000
2023-10-31 21:00,Eminem,Mockingbird,250760
2023-10-31 21:02,Drake,BackOutsideBoyz,152961
2023-10-31 21:04,Central Cee,No Pain,94500
2023-10-31 21:06,JBEE,"Next Up - S4-E2, Pt. 1",120839
2023-11-01 00:58,Oxlade,KU LO SA - A COLORS SHOW,66977
2023-11-01 01:01,Sainté,Round & Round,138000
2023-11-01 01:04,Tory Lanez,The Color Violet,226466
2023-11-01 01:07,Sainté,Champagne Shots,144000
2023-11-01 01:09,Drake,Jumbotron Shit Poppin,137151
2023-11-01 01:11,Central Cee,Doja,97392
2023-11-01 01:12,SwitchOTR,Coming for You - Freestyle,70285
2023-11-01 01:14,Jack Harlow,Dua Lipa,135053
2023-11-01 01:16,Quavo,HOTEL LOBBY (Unc & Phew),142657
2023-11-01 01:19,Sainté,Round & Round,138000
2023-11-01 01:22,The Weeknd,Popular (with Playboi Carti & Madonna) - From The Idol Vol. 1 (Music from the HBO Original Series),215466
2023-11-01 01:25,Drake,Major Distribution,170501
2023-11-01 01:27,Central Cee,Terminal 5,96428
2023-11-01 01:29,MKAY,Frozen Gold,138135
2023-11-01 01:32,JBEE,24's,166027
2023-11-01 01:33,D38,Call of Duty,67500
2023-11-01 01:36,Metro Boomin,Trance (with Travis Scott & Young Thug),194786
2023-11-01 01:40,Drake,Circo Loco,236795
2023-11-01 01:43,Central Cee,Air Bnb,138120
2023-11-01 01:45,Travis Scott,I KNOW ?,151382
2023-11-01 13:39,Bad Bunny,MONACO,267194
2023-11-01 13:41,Bizarrap,Fruto,132294
2023-11-01 13:43,Nicki Nicole,8 AM,147603
2023-11-01 13:47,Tainy,MOJABI GHOST,232131
2023-11-01 13:50,Gorillaz,Tormenta (feat. Bad Bunny),193463
2023-11-01 13:54,Anuel AA,OA,235200
2023-11-01 13:57,Bad Bunny,PERRO NEGRO,162767
2023-11-01 13:59,Bizarrap,Toy en el Mic,137053
2023-11-01 14:02,Nicki Nicole,qué le pasa conmigo?,167251
2023-11-01 14:05,Rvfv,Mi Luz (ft. Rels B),168000
2023-11-01 14:08,Arcángel,Hace Mucho Tiempo,171226
2023-11-01 14:10,Drake,Gently (feat. Bad Bunny),133694
2023-11-01 14:12,Bad Bunny,VOU 787,123643
2023-11-01 14:15,Bizarrap,No soy Eterno,151468
2023-11-01 14:17,Feid,RITMO DE MEDALLO,118653
2023-11-01 14:20,Tony Dize,Solos (feat. Plan B),188826
2023-11-01 14:23,Tainy,Lo Siento BB:/,206343
2023-11-01 14:24,Bad Bunny,TE MUDASTE,60998
2023-11-01 23:25,Yerba Brava,La Cumbia De Los Trapos,91775
2023-11-01 23:30,Bad Bunny,MONACO,31146
2023-11-01 23:30,Bad Bunny,MONACO,267194
2023-11-01 23:30,Sam Smith,"Baby, You Make Me Crazy",13585
2023-11-01 23:33,Bizarrap,Fruto,132294
2023-11-01 23:35,Nicki Nicole,8 AM,147603
2023-11-01 23:39,Tainy,MOJABI GHOST,232131
2023-11-02 03:30,Gorillaz,Tormenta (feat. Bad Bunny),193463
2023-11-02 03:33,Rvfv,Mi Luz (ft. Rels B),168000
2023-11-02 03:35,Nicki Nicole,8 AM,147603
2023-11-02 03:38,Bad Bunny,PERRO NEGRO,162767
2023-11-02 03:39,Bizarrap,Toy en el Mic,36081
2023-11-02 03:40,Feid,RITMO DE MEDALLO,118653
2023-11-02 03:42,Arcángel,Hace Mucho Tiempo,112014
2023-11-02 03:44,Cosculluela,Madura,71616
2023-11-03 23:20,Gustavo Cerati,Deja Vu,204920
2023-11-03 23:20,Peces Raros,Cicuta - Remix,4884
2023-11-03 23:21,Fito Paez,Polaroid De Locura Ordinaria,1749
2023-11-03 23:21,Jarabe De Palo,La flaca,1642
2023-11-03 23:21,Paco Amoroso,Mi Deseo,1962
2023-11-03 23:21,Andrés Calamaro,Mil Horas,1493
2023-11-03 23:24,Soda Stereo,Zoom - Remasterizado 2007,206306
2023-11-03 23:24,WOS,OKUPA,1173
2023-11-03 23:24,El Kuelgue,Parque Acuático,2473
2023-11-03 23:27,Paco Amoroso,Fatal,153033
2023-11-03 23:27,Andrés Calamaro,Loco,27501
2023-11-04 02:20,Bandalos Chinos,Mi Fiesta,169002
2023-11-04 02:23,ThomyDomé,Anda Sola - Latin Tech,160629
2023-11-04 02:24,Jonnystash,Sabes Hacerio,32640
2023-11-04 02:26,ThomyDomé,Holanda - Latin Tech,148000
2023-11-04 02:27,ThomyDomé,Gatita Gangster - House Remix,32982
2023-11-04 02:27,DJ Kosho,No Voy a Pagar - Extended Mix,2496
2023-11-04 02:29,Ramzy,Tonight,155520
2023-11-04 02:31,Nacho Radesca,Lollipop - Tech House,114785
2023-11-04 02:32,Fran Tapia DJ,Gta Vs Im Good (Blue) - Remix,63594
2023-11-04 16:31,ThomyDomé,Corazón Roto - House Remix,201361
2023-11-04 16:33,ThomyDomé,Columbia - House Remix,136804
2023-11-04 16:35,Lucas Cash,X Eso Bb,141433
2023-11-04 16:35,ThomyDomé,Lala - House Remix,9896
2023-11-04 16:38,ThomyDomé,Luces de Tecno - House Remix,171706
2023-11-04 16:42,Lucas Cash,Al Sol,198750
2023-11-04 17:17,Guzz Martinez,Mi Ciudad - House Remix,241985
2023-11-04 17:19,Juanka Cassane,Wiggy Vs P.I.M.P - House Remix,132874
2023-11-04 17:20,Tomi Reig,Toy en el Mic - Tech House,63639
2023-11-04 17:24,Conrado,Si No Estas,241904
2023-11-04 17:28,Dj Nacho Serra,Forte Forte (Pa Començar O Final De Semana) - Remix,185769
2023-11-04 17:30,ThomyDomé,Pólvora - House Remix,26530
2023-11-05 18:20,Bad Bunny,MONACO,267194
2023-11-05 18:22,Bizarrap,Fruto,132294
2023-11-05 18:24,Don Omar,Guaya Guaya,4208
2023-11-05 18:24,Nicki Nicole,8 AM,147603
2023-11-05 18:25,Rvfv,Mi Luz (ft. Rels B),55690
2023-11-05 18:28,Morat,París,182187
2023-11-05 18:29,Bizarrap,Toy en el Mic,938
2023-11-05 18:29,Bad Bunny,PERRO NEGRO,2794
2023-11-05 18:29,Feid,RITMO DE MEDALLO,7498
2023-11-05 18:31,Bad Bunny,PERRO NEGRO,162767
2023-11-05 18:32,Bizarrap,Toy en el Mic,31249
2023-11-05 18:32,Nicki Nicole,qué le pasa conmigo?,2048
2023-11-05 18:35,Cosculluela,Madura,190995
2023-11-05 18:38,Feid,FERXXO 30,5324
2023-11-05 18:38,Quevedo,WANDA,160909
2023-11-05 18:40,Bad Bunny,VOU 787,99157
2023-11-05 18:42,Bizarrap,No soy Eterno,151468
2023-11-05 18:46,Tainy,MOJABI GHOST,232131
2023-11-05 18:49,JHAYCO,Imaginaste,198613
2023-11-05 18:52,Quevedo,VISTA AL MAR,180672
2023-11-05 18:55,Alvaro Diaz,FATAL FANTASSY,149360
2023-11-05 18:58,Bad Bunny,FINA,216327
2023-11-05 18:59,Feid,Normal,58229
2023-11-05 19:03,MattOfficiel,La Jeepeta,233453
2023-11-05 19:06,Damian Escudero DJ,Caen Las Estrellas (Techengue) - Remix,145161
2023-11-05 19:10,DJ Kosho,No Voy a Pagar - Extended Mix,264000
2023-11-05 19:13,Braian Leiva,Chorrito Pa las Animas (Tech House),149760
2023-11-05 19:15,Lucas Cash,Dembow,114375
2023-11-05 19:18,Seba Zuccala,Si Tu Novio Te Deja Sola (Techengue),213624
2023-11-05 19:22,Anthony Godfather,Cacao Live Show Caliente + Extra Edit - En Vivo,221866
2023-11-05 19:24,ThomyDomé,Como Chilla Ella - House Remix,136948
2023-11-05 19:28,Nicolas Maulen,Panty Finito (Techengue) - Remix,190268
2023-11-05 19:30,ThomyDomé,Jagger - House Remix,144334
2023-11-05 19:32,Santi Dome,Dale Mecha - House Remix,140204
2023-11-05 19:36,Tomi Reig,VDP (Tech House) - Edit,216562
2023-11-05 19:39,Emmi Dj,Si Me Sobrara el Tiempo (House) - Remix,165706
2023-11-05 19:42,Israel Fiore,Me Estas Tentando - Remix Latin House,192911
2023-11-05 19:44,Juanka Cassane,Mercho (Slap House),3989
2023-11-05 19:44,Conrado,Dandole,17096
2023-11-05 19:44,HUGEL,Es un secreto (feat. Pensión & Juanmih),112741
2023-11-05 19:45,Muppet DJ,Ya Me Fui (Lollapalooza Edit) - Remix,383
2023-11-05 19:45,Guzz Martinez,Mi Ciudad - House Remix,14357
2023-11-05 19:47,SANTI VIVOT,Punto G - House Remix,131803
2023-11-05 21:30,Juanka Cassane,Un Preview (Techengue),184677
2023-11-05 21:33,Dj Nacho Serra,Experimentov,199354
2023-11-05 21:36,Nico Rosevear,Mojabi Ghost - House Remix,196141
2023-11-05 21:38,ThomyDomé,Corazón Roto - House Remix,110182
2023-11-05 21:38,Luck Ra,La Morocha,2687
2023-11-05 21:40,Emilia,La_Original.mp3,140625
2023-11-05 21:44,Darell,Lollipop,199946
2023-11-05 21:46,Mesita,Una Foto,122500
2023-11-05 21:50,Marka Akme,Linda - Remix,234105
2023-11-05 21:52,Emilia,GTA.mp3,131030
2023-11-06 02:52,Drake,Major Distribution,170501
2023-11-06 02:57,JAY-Z,Empire State Of Mind,276920
2023-11-06 03:00,SZA,The Weekend - Funk Wav Remix,171805
2023-11-06 03:03,Post Malone,Circles,215280
2023-11-06 03:06,Aaron May,Let Go,176531
2023-11-06 03:10,Travis Scott,I KNOW ?,211582
2023-11-06 03:13,Metro Boomin,Trance (with Travis Scott & Young Thug),194786
2023-11-06 03:17,Drake,God's Plan,198973
2023-11-06 03:19,Mac Miller,Nikes on My Feet,164631
2023-11-06 03:22,Quavo,HOTEL LOBBY (Unc & Phew),142657
2023-11-06 03:24,Post Malone,Sunflower - Spider-Man: Into the Spider-Verse,157560
2023-11-06 03:27,Lil Baby,Drip Too Hard (Lil Baby & Gunna),145542
2023-11-06 03:30,Travis Scott,K-POP,185220
2023-11-06 03:33,Metro Boomin,Raindrops (Insane) [with Travis Scott],188586
2023-11-06 03:38,Drake,Passionfruit,298940
2023-11-06 03:41,SZA,Kill Bill,153946
2023-11-06 03:45,Kanye West,Flashing Lights,237506
2023-11-06 03:48,Post Malone,Congratulations,220293
2023-11-06 03:52,Tory Lanez,The Color Violet,226466
2023-11-06 03:55,Frank Ocean,Pink + White,184516
2023-11-06 03:58,Metro Boomin,Too Many Nights (feat. Don Toliver & with Future),199920
2023-11-06 04:01,Drake,Jumbotron Shit Poppin,137151
2023-11-06 04:04,Travis Scott,sdp interlude,191622
2023-11-06 04:07,Mac Miller,Weekend (feat. Miguel),208080
2023-11-06 04:10,Don Toliver,No Idea,154424
2023-11-06 04:12,Gunna,fukumean,125040
2023-11-06 04:14,Tory Lanez,Hurts Me,140800
2023-11-06 04:16,Metro Boomin,I Can't Save You (Interlude) [with Future & feat. Don Toliver],90720
2023-11-06 04:18,Drake,BackOutsideBoyz,152961
2023-11-06 04:21,Kendrick Lamar,HUMBLE.,177000
2023-11-06 04:23,Jack Harlow,They Don't Love It,113292
2023-11-06 04:29,Childish Gambino,Redbone,326933
2023-11-06 04:32,A$AP Rocky,Praise The Lord (Da Shine) (feat. Skepta),205040
2023-11-06 04:36,French Montana,Unforgettable,233901
2023-11-06 04:39,Lil Baby,Yes Indeed,142273
2023-11-06 04:42,Drake,"Hold On, We're Going Home",227880
2023-11-06 05:23,DrefQuila,Qué será,5013
2023-11-06 05:23,Kendrick Lamar,All The Stars (with SZA),152878
2023-11-07 20:03,Lynx XII,Augury,156066
2023-11-07 20:05,Auðura,Orange Sky,129187
2023-11-07 20:07,Tall Towers,the echoing truth,126505
2023-11-07 20:09,Sun Of They,So Far So Good,151916
2023-11-07 20:12,Imala Zir,Apricity,158000
2023-11-07 20:14,Far & Beyond,efflorescence,143500
2023-11-07 20:17,BBG's,Tell A Story,160000
2023-11-07 20:20,Oblivion,Extension,150133
2023-11-07 20:23,Isaak Young,Keeping it together,188804
2023-11-07 20:26,Niveous,Status Update,195270
2023-11-07 20:29,Garden Collective,Neon Sky,148955
2023-11-07 20:29,Bad Bunny,MONACO,144219
2023-11-08 15:54,Claptone,Dear Life,580
2023-11-08 15:54,Claptone,Dear Life,1210
2023-11-08 15:55,Calvin Harris,"Feels (feat. Pharrell Williams, Katy Perry & Big Sean)",610
2023-11-08 15:57,Claptone,Dear Life,178739
2023-11-08 16:01,Calvin Harris,"Feels (feat. Pharrell Williams, Katy Perry & Big Sean)",223413
2023-11-08 16:05,Disclosure,Omen,230250
2023-11-08 16:09,Flume,Never Be Like You,234909
2023-11-08 16:12,VOLAC,Uh La La,153333
2023-11-08 16:15,CamelPhat,Be Someone,204567
2023-11-08 16:20,RÜFÜS DU SOL,Sundream,275493
2023-11-08 16:25,Claptone,Puppet Theatre,254640
2023-11-08 21:00,James Carter,Almost Love (feat. Dominic Neill),70442
2023-11-08 21:06,Disclosure,Latch,255631
2023-11-08 21:09,Michael Kiwanuka,You Ain't The Problem - Claptone Remix,164714
2023-11-08 21:12,Martin Ikin,Take Me,157972
2023-11-08 21:16,Cristoph,Alone (feat. FEMME),225234
2023-11-08 21:20,Diplo,Conga Rock,270541
2023-11-08 21:26,Claptone,Heartbeat,329537
2023-11-08 21:29,WEISS,Feel My Needs,208524
2023-11-08 21:32,Disclosure,Magnets,199245
2023-11-08 21:37,Elderbrook,Howl,257430
2023-11-08 22:56,MattOfficiel,La Jeepeta,201777
2023-11-08 22:56,CamelPhat,Siren Song - Radio Edit,17813
2023-11-09 19:43,Art Blakey & The Jazz Messengers,Free For All,669306
2023-11-09 19:50,Eric Alexander,"Cavatina - From ""The Deer Hunter""",432413
2023-11-09 19:53,Bill Evans,Peri's Scope,195973
2023-11-09 19:57,Glenn Miller,In the Mood,211586
2023-11-09 20:00,Nina Simone,Don't Let Me Be Misunderstood,166200
2023-11-09 20:05,Duke Ellington,"Take the ""A"" Train",332640
2023-11-09 20:06,Ella Fitzgerald,Dream A Little Dream Of Me - Single Version,57320
2023-11-10 14:27,Airbag,Por Mil Noches,5578
2023-11-10 14:32,Airbag,Por Mil Noches,278308
2023-11-10 14:35,Gustavo Cerati,Deja Vu,204920
2023-11-10 14:39,LOUTA,AYER TE VI (feat. Zoe Gotusso),209133
2023-11-10 14:41,Babasonicos,Carismático,155920
2023-11-10 14:46,Catupecu Machu,A Veces Vuelvo,266133
2023-11-10 14:49,Andrés Calamaro,Loco,217373
2023-11-10 14:53,Los Piojos,Como Alí,211653
2023-11-10 14:56,Los Abuelos De La Nada,Mil Horas,168344
2023-11-10 14:58,El Kuelgue,Parque Acuático,120395
2023-11-10 15:00,Babasonicos,Yegua,149573
2023-11-10 15:03,Charly García,Demoliendo Hoteles,135973
2023-11-10 15:06,Tan Bionica,Loca,208813
2023-11-10 15:06,Indios,Tu Geografía,7862
2023-11-10 15:11,Andrés Calamaro,Flaca,277653
2023-11-10 15:15,Gustavo Cerati,Magia,268773
2023-11-10 15:18,No Te Va Gustar,Ese Maldito Momento,185866
2023-11-10 15:22,Los Pericos,Pupilas Lejanas,235200
2023-11-10 15:26,Babasonicos,La Lanza,190240
2023-11-10 15:29,Airbag,Amor de verano,197386
2023-11-10 15:32,Patricio Rey y sus Redonditos de Ricota,Esa Estrella Era Mi Lujo,176173
2023-11-10 15:35,Andrés Calamaro,Tuyo siempre - En directo 2005,182680
2023-11-10 15:39,Bersuit Vergarabat,Toco Y Me Voy,249933
2023-11-10 15:43,El Cuarteto De Nos,Yendo a la Casa de Damián,254106
2023-11-10 15:47,Airbag,Noches de Insomnio,212783
2023-11-10 15:52,No Te Va Gustar,Tan Lejos,298000
2023-11-10 22:39,Patricio Rey y sus Redonditos de Ricota,Un Ángel para Tu Soledad,71172
2023-11-10 22:46,Cox and Coe,Nocturnal - Rebuke Edit,387688
2023-11-10 22:51,Cox and Coe,Cluster - Rebuke Edit,324930
2023-11-10 22:56,Cox and Coe,The Dust Arrival - Rebuke Edit,258459
2023-11-10 23:02,Rory Marshall,Wig Owt - Extended Mix,379246
2023-11-10 23:07,Stimming,People Do,269815
2023-11-10 23:13,Kreso,Rhythm Of Future,391632
2023-11-10 23:19,Stimming,She Hates That Chord,358081
2023-11-11 01:31,Bushwacka!,Music Is Life - Deep Mix,259581
2023-11-11 01:38,Carl Cox,Get After It,362221
